Common_Name,Scientific_Name,Habitat,Location_Type,Plot_Name,Admin_Unit,Year,Date,Month,Month_Name,Season,Start_Time,Start_Hour,End_Time,Sex,Distance,Temperature,Humidity,Sky,Wind,Disturbance,PIF_Watchlist_Status,Regional_Stewardship_Status,AOU_Code,Observer,Visit,Interval_Length,ID_Method,Flyover_Observed,Taxon_Code
Northern Cardinal,Cardinalis cardinalis,Forest,Forest,MANA-0243,MANA,2018,2018-06-18,6,June,Summer,06:02:00,6,06:12:00,Undetermined,50 - 100 Meters,21.2000007629395,79.6999969482422,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,False,NOCA,Elizabeth Oswald,2,5 - 7.5 min,Singing,False,94228.0
Northern Cardinal,Cardinalis cardinalis,Forest,Forest,MANA-0243,MANA,2018,2018-06-18,6,June,Summer,06:02:00,6,06:12:00,Undetermined,<= 50 Meters,21.2000007629395,79.6999969482422,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,False,NOCA,Elizabeth Oswald,2,5 - 7.5 min,Calling,False,94228.0
Indigo Bunting,Passerina cyanea,Forest,Forest,MANA-0243,MANA,2018,2018-06-18,6,June,Summer,06:02:00,6,06:12:00,Undetermined,50 - 100 Meters,21.2000007629395,79.6999969482422,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,True,INBU,Elizabeth Oswald,2,0-2.5 min,Singing,False,94257.0
Great Crested Flycatcher,Myiarchus crinitus,Forest,Forest,MANA-0243,MANA,2018,2018-06-18,6,June,Summer,06:02:00,6,06:12:00,Undetermined,<= 50 Meters,21.2000007629395,79.6999969482422,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,False,GCFL,Elizabeth Oswald,2,0-2.5 min,Calling,False,85791.0
Eastern Tufted Titmouse,Baeolophus bicolor,Forest,Forest,MANA-0243,MANA,2018,2018-06-18,6,June,Summer,06:02:00,6,06:12:00,Undetermined,50 - 100 Meters,21.2000007629395,79.6999969482422,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,False,ETTI,Elizabeth Oswald,2,2.5 - 5 min,Singing,False,266957.0
Eastern Towhee,Pipilo erythrophthalmus,Forest,Forest,MANA-0243,MANA,2018,2018-06-18,6,June,Summer,06:02:00,6,06:12:00,Undetermined,<= 50 Meters,21.2000007629395,79.6999969482422,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,True,EATO,Elizabeth Oswald,2,7.5 - 10 min,Calling,False,83803.0
Eastern Towhee,Pipilo erythrophthalmus,Forest,Forest,MANA-0243,MANA,2018,2018-06-18,6,June,Summer,06:02:00,6,06:12:00,Undetermined,50 - 100 Meters,21.2000007629395,79.6999969482422,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,True,EATO,Elizabeth Oswald,2,0-2.5 min,Singing,False,83803.0
Carolina Wren,Thryothorus ludovicianus,Forest,Forest,MANA-0243,MANA,2018,2018-06-18,6,June,Summer,06:02:00,6,06:12:00,Undetermined,<= 50 Meters,21.2000007629395,79.6999969482422,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,False,CARW,Elizabeth Oswald,2,7.5 - 10 min,Calling,False,88350.0
Baltimore Oriole,Icterus galbula,Forest,Forest,MANA-0243,MANA,2018,2018-06-18,6,June,Summer,06:02:00,6,06:12:00,Undetermined,50 - 100 Meters,21.2000007629395,79.6999969482422,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,False,BAOR,Elizabeth Oswald,2,0-2.5 min,Singing,False,93655.0
Downy Woodpecker,Picoides pubescens,Forest,Forest,MANA-0243,MANA,2018,2018-06-18,6,June,Summer,06:02:00,6,06:12:00,Undetermined,<= 50 Meters,21.2000007629395,79.6999969482422,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,True,DOWO,Elizabeth Oswald,2,2.5 - 5 min,Singing,False,84936.0
Carolina Wren,Thryothorus ludovicianus,Forest,Forest,MANA-0243,MANA,2018,2018-06-18,6,June,Summer,06:02:00,6,06:12:00,Undetermined,<= 50 Meters,21.2000007629395,79.6999969482422,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,False,CARW,Elizabeth Oswald,2,0-2.5 min,Singing,False,88350.0
Brown-headed Cowbird,Molothrus ater,Forest,Forest,MANA-0202,MANA,2018,2018-06-18,6,June,Summer,07:35:00,7,07:45:00,Undetermined,<= 50 Meters,23.2000007629395,87.6999969482422,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,False,BHCO,Elizabeth Oswald,2,0-2.5 min,Calling,False,94215.0
Mourning Dove,Zenaida macroura,Forest,Forest,MANA-0202,MANA,2018,2018-06-18,6,June,Summer,07:35:00,7,07:45:00,Undetermined,50 - 100 Meters,23.2000007629395,87.6999969482422,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,False,MODO,Elizabeth Oswald,2,7.5 - 10 min,Singing,False,82737.0
Yellow-billed Cuckoo,Coccyzus americanus,Forest,Forest,MANA-0202,MANA,2018,2018-06-18,6,June,Summer,07:35:00,7,07:45:00,Undetermined,<= 50 Meters,23.2000007629395,87.6999969482422,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,False,YBCU,Elizabeth Oswald,2,5 - 7.5 min,Calling,False,89102.0
Northern Cardinal,Cardinalis cardinalis,Forest,Forest,MANA-0202,MANA,2018,2018-06-18,6,June,Summer,07:35:00,7,07:45:00,Undetermined,50 - 100 Meters,23.2000007629395,87.6999969482422,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,False,NOCA,Elizabeth Oswald,2,0-2.5 min,Singing,False,94228.0
American Robin,Turdus migratorius,Forest,Forest,MANA-0202,MANA,2018,2018-06-18,6,June,Summer,07:35:00,7,07:45:00,Undetermined,<= 50 Meters,23.2000007629395,87.6999969482422,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,False,AMRO,Elizabeth Oswald,2,0-2.5 min,Calling,False,87136.0
Carolina Wren,Thryothorus ludovicianus,Forest,Forest,MANA-0202,MANA,2018,2018-06-18,6,June,Summer,07:35:00,7,07:45:00,Undetermined,50 - 100 Meters,23.2000007629395,87.6999969482422,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,False,CARW,Elizabeth Oswald,2,2.5 - 5 min,Singing,False,88350.0
Blue Jay,Cyanocitta cristata,Forest,Forest,MANA-0202,MANA,2018,2018-06-18,6,June,Summer,07:35:00,7,07:45:00,Undetermined,50 - 100 Meters,23.2000007629395,87.6999969482422,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,False,BLJA,Elizabeth Oswald,2,2.5 - 5 min,Calling,False,86252.0
Eastern Tufted Titmouse,Baeolophus bicolor,Forest,Forest,MANA-0202,MANA,2018,2018-06-18,6,June,Summer,07:35:00,7,07:45:00,Undetermined,50 - 100 Meters,23.2000007629395,87.6999969482422,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,False,ETTI,Elizabeth Oswald,2,0-2.5 min,Singing,False,266957.0
Carolina Chickadee,Poecile carolinensis,Forest,Forest,MANA-0202,MANA,2018,2018-06-18,6,June,Summer,07:35:00,7,07:45:00,Undetermined,50 - 100 Meters,23.2000007629395,87.6999969482422,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,True,CACH,Elizabeth Oswald,2,0-2.5 min,Calling,False,265876.0
Carolina Wren,Thryothorus ludovicianus,Forest,Forest,MANA-0202,MANA,2018,2018-06-18,6,June,Summer,07:35:00,7,07:45:00,Undetermined,50 - 100 Meters,23.2000007629395,87.6999969482422,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,False,CARW,Elizabeth Oswald,2,0-2.5 min,Singing,False,88350.0
Barred Owl,Strix varia,Forest,Forest,MANA-0240,MANA,2018,2018-06-18,6,June,Summer,06:43:00,6,06:53:00,Undetermined,<= 50 Meters,21.7000007629395,86.0999984741211,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,False,BADO,Elizabeth Oswald,2,0-2.5 min,Visualization,False,82956.0
Eastern Towhee,Pipilo erythrophthalmus,Forest,Forest,MANA-0240,MANA,2018,2018-06-18,6,June,Summer,06:43:00,6,06:53:00,Undetermined,<= 50 Meters,21.7000007629395,86.0999984741211,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,True,EATO,Elizabeth Oswald,2,0-2.5 min,Calling,False,83803.0
Northern Cardinal,Cardinalis cardinalis,Forest,Forest,MANA-0240,MANA,2018,2018-06-18,6,June,Summer,06:43:00,6,06:53:00,Undetermined,50 - 100 Meters,21.7000007629395,86.0999984741211,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,False,NOCA,Elizabeth Oswald,2,2.5 - 5 min,Singing,False,94228.0
Great Crested Flycatcher,Myiarchus crinitus,Forest,Forest,MANA-0240,MANA,2018,2018-06-18,6,June,Summer,06:43:00,6,06:53:00,Undetermined,50 - 100 Meters,21.7000007629395,86.0999984741211,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,False,GCFL,Elizabeth Oswald,2,5 - 7.5 min,Calling,False,85791.0
Great Crested Flycatcher,Myiarchus crinitus,Forest,Forest,MANA-0240,MANA,2018,2018-06-18,6,June,Summer,06:43:00,6,06:53:00,Undetermined,<= 50 Meters,21.7000007629395,86.0999984741211,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,False,GCFL,Elizabeth Oswald,2,0-2.5 min,Calling,False,85791.0
Eastern Tufted Titmouse,Baeolophus bicolor,Forest,Forest,MANA-0240,MANA,2018,2018-06-18,6,June,Summer,06:43:00,6,06:53:00,Undetermined,<= 50 Meters,21.7000007629395,86.0999984741211,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,False,ETTI,Elizabeth Oswald,2,2.5 - 5 min,Singing,False,266957.0
Red-shouldered Hawk,Buteo lineatus,Forest,Forest,MANA-0240,MANA,2018,2018-06-18,6,June,Summer,06:43:00,6,06:53:00,Undetermined,50 - 100 Meters,21.7000007629395,86.0999984741211,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,False,RSHA,Elizabeth Oswald,2,5 - 7.5 min,Calling,False,79572.0
Carolina Wren,Thryothorus ludovicianus,Forest,Forest,MANA-0240,MANA,2018,2018-06-18,6,June,Summer,06:43:00,6,06:53:00,Undetermined,50 - 100 Meters,21.7000007629395,86.0999984741211,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,False,CARW,Elizabeth Oswald,2,0-2.5 min,Singing,False,88350.0
Carolina Wren,Thryothorus ludovicianus,Forest,Forest,MANA-0240,MANA,2018,2018-06-18,6,June,Summer,06:43:00,6,06:53:00,Undetermined,<= 50 Meters,21.7000007629395,86.0999984741211,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,False,CARW,Elizabeth Oswald,2,0-2.5 min,Singing,False,88350.0
Carolina Chickadee,Poecile carolinensis,Forest,Forest,MANA-0240,MANA,2018,2018-06-18,6,June,Summer,06:43:00,6,06:53:00,Undetermined,<= 50 Meters,21.7000007629395,86.0999984741211,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,True,CACH,Elizabeth Oswald,2,2.5 - 5 min,Calling,False,265876.0
Blue-gray Gnatcatcher,Polioptila caerulea,Forest,Forest,MANA-0240,MANA,2018,2018-06-18,6,June,Summer,06:43:00,6,06:53:00,Undetermined,<= 50 Meters,21.7000007629395,86.0999984741211,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,False,BGGN,Elizabeth Oswald,2,0-2.5 min,Calling,False,88038.0
Yellow-billed Cuckoo,Coccyzus americanus,Forest,Forest,MANA-0240,MANA,2018,2018-06-18,6,June,Summer,06:43:00,6,06:53:00,Undetermined,<= 50 Meters,21.7000007629395,86.0999984741211,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,False,YBCU,Elizabeth Oswald,2,0-2.5 min,Calling,False,89102.0
American Robin,Turdus migratorius,Forest,Forest,MANA-0240,MANA,2018,2018-06-18,6,June,Summer,06:43:00,6,06:53:00,Undetermined,<= 50 Meters,21.7000007629395,86.0999984741211,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,False,AMRO,Elizabeth Oswald,2,7.5 - 10 min,Calling,False,87136.0
American Goldfinch,Spinus tristis,Forest,Forest,MANA-0240,MANA,2018,2018-06-18,6,June,Summer,06:43:00,6,06:53:00,Undetermined,<= 50 Meters,21.7000007629395,86.0999984741211,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,False,AMGO,Elizabeth Oswald,2,5 - 7.5 min,Calling,False,95300.0
Brown-headed Cowbird,Molothrus ater,Forest,Forest,MANA-0240,MANA,2018,2018-06-18,6,June,Summer,06:43:00,6,06:53:00,Undetermined,50 - 100 Meters,21.7000007629395,86.0999984741211,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,False,BHCO,Elizabeth Oswald,2,2.5 - 5 min,Calling,False,94215.0
Red-eyed Vireo,Vireo olivaceus,Forest,Forest,MANA-0240,MANA,2018,2018-06-18,6,June,Summer,06:43:00,6,06:53:00,Undetermined,<= 50 Meters,21.7000007629395,86.0999984741211,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,False,REVI,Elizabeth Oswald,2,7.5 - 10 min,Calling,False,93587.0
Northern Cardinal,Cardinalis cardinalis,Forest,Forest,MANA-0039,MANA,2018,2018-06-19,6,June,Summer,09:31:00,9,09:41:00,Undetermined,<= 50 Meters,30.6000003814697,83.0999984741211,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,No effect on count,False,False,NOCA,Brian Swimelar,2,7.5 - 10 min,Singing,False,94228.0
Acadian Flycatcher,Empidonax virescens,Forest,Forest,MANA-0039,MANA,2018,2018-06-19,6,June,Summer,09:31:00,9,09:41:00,Undetermined,50 - 100 Meters,30.6000003814697,83.0999984741211,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,No effect on count,False,True,ACFL,Brian Swimelar,2,0-2.5 min,Singing,False,85824.0
Blue-gray Gnatcatcher,Polioptila caerulea,Forest,Forest,MANA-0039,MANA,2018,2018-06-19,6,June,Summer,09:31:00,9,09:41:00,Undetermined,<= 50 Meters,30.6000003814697,83.0999984741211,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,No effect on count,False,False,BGGN,Brian Swimelar,2,2.5 - 5 min,Singing,False,88038.0
Eastern Wood-Pewee,Contopus virens,Forest,Forest,MANA-0039,MANA,2018,2018-06-19,6,June,Summer,09:31:00,9,09:41:00,Undetermined,50 - 100 Meters,30.6000003814697,83.0999984741211,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,No effect on count,False,True,EAWP,Brian Swimelar,2,0-2.5 min,Singing,False,85846.0
Northern Cardinal,Cardinalis cardinalis,Forest,Forest,MANA-0039,MANA,2018,2018-06-19,6,June,Summer,09:31:00,9,09:41:00,Undetermined,50 - 100 Meters,30.6000003814697,83.0999984741211,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,No effect on count,False,False,NOCA,Brian Swimelar,2,0-2.5 min,Calling,False,94228.0
Prairie Warbler,Setophaga discolor,Forest,Forest,MANA-0039,MANA,2018,2018-06-19,6,June,Summer,09:31:00,9,09:41:00,Undetermined,50 - 100 Meters,30.6000003814697,83.0999984741211,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,No effect on count,True,True,PRAW,Brian Swimelar,2,2.5 - 5 min,Singing,False,890945.0
Red-eyed Vireo,Vireo olivaceus,Forest,Forest,MANA-0039,MANA,2018,2018-06-19,6,June,Summer,09:31:00,9,09:41:00,Undetermined,50 - 100 Meters,30.6000003814697,83.0999984741211,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,No effect on count,False,False,REVI,Brian Swimelar,2,5 - 7.5 min,Singing,False,93587.0
Song Sparrow,Melospiza melodia,Forest,Forest,MANA-0039,MANA,2018,2018-06-19,6,June,Summer,09:31:00,9,09:41:00,Undetermined,<= 50 Meters,30.6000003814697,83.0999984741211,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,No effect on count,False,False,SOSP,Brian Swimelar,2,5 - 7.5 min,Singing,False,85643.0
White-breasted Nuthatch,Sitta carolinensis,Forest,Forest,MANA-0039,MANA,2018,2018-06-19,6,June,Summer,09:31:00,9,09:41:00,Undetermined,50 - 100 Meters,30.6000003814697,83.0999984741211,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,No effect on count,False,False,WBNU,Brian Swimelar,2,5 - 7.5 min,Calling,False,90935.0
Eastern Tufted Titmouse,Baeolophus bicolor,Forest,Forest,MANA-0039,MANA,2018,2018-06-19,6,June,Summer,09:31:00,9,09:41:00,Undetermined,<= 50 Meters,30.6000003814697,83.0999984741211,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,No effect on count,False,False,ETTI,Brian Swimelar,2,0-2.5 min,Singing,False,266957.0
American Crow,Corvus brachyrhynchos,Forest,Forest,MANA-0054,MANA,2018,2018-06-19,6,June,Summer,08:57:00,8,09:07:00,Undetermined,50 - 100 Meters,30.5,77.4000015258789,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,No effect on count,False,False,AMCR,Brian Swimelar,2,2.5 - 5 min,Calling,False,87106.0
American Crow,Corvus brachyrhynchos,Forest,Forest,MANA-0054,MANA,2018,2018-06-19,6,June,Summer,08:57:00,8,09:07:00,Undetermined,<= 50 Meters,30.5,77.4000015258789,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,No effect on count,False,False,AMCR,Brian Swimelar,2,5 - 7.5 min,Calling,False,87106.0
Eastern Tufted Titmouse,Baeolophus bicolor,Forest,Forest,MANA-0054,MANA,2018,2018-06-19,6,June,Summer,08:57:00,8,09:07:00,Undetermined,50 - 100 Meters,30.5,77.4000015258789,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,No effect on count,False,False,ETTI,Brian Swimelar,2,5 - 7.5 min,Singing,False,266957.0
Brown-headed Cowbird,Molothrus ater,Forest,Forest,MANA-0054,MANA,2018,2018-06-19,6,June,Summer,08:57:00,8,09:07:00,Undetermined,<= 50 Meters,30.5,77.4000015258789,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,No effect on count,False,False,BHCO,Brian Swimelar,2,5 - 7.5 min,Calling,False,94215.0
Eastern Towhee,Pipilo erythrophthalmus,Forest,Forest,MANA-0054,MANA,2018,2018-06-19,6,June,Summer,08:57:00,8,09:07:00,Undetermined,50 - 100 Meters,30.5,77.4000015258789,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,No effect on count,False,True,EATO,Brian Swimelar,2,0-2.5 min,Singing,False,83803.0
Carolina Wren,Thryothorus ludovicianus,Forest,Forest,MANA-0131,MANA,2018,2018-06-19,6,June,Summer,07:21:00,7,07:31:00,Undetermined,<= 50 Meters,24.7000007629395,84.8000030517578,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,False,CARW,Elizabeth Oswald,2,0-2.5 min,Calling,False,88350.0
Carolina Chickadee,Poecile carolinensis,Forest,Forest,MANA-0131,MANA,2018,2018-06-19,6,June,Summer,07:21:00,7,07:31:00,Undetermined,<= 50 Meters,24.7000007629395,84.8000030517578,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,True,CACH,Elizabeth Oswald,2,2.5 - 5 min,Singing,False,265876.0
American Robin,Turdus migratorius,Forest,Forest,MANA-0131,MANA,2018,2018-06-19,6,June,Summer,07:21:00,7,07:31:00,Undetermined,<= 50 Meters,24.7000007629395,84.8000030517578,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,False,AMRO,Elizabeth Oswald,2,7.5 - 10 min,Calling,False,87136.0
Eastern Meadowlark,Sturnella magna,Forest,Forest,MANA-0131,MANA,2018,2018-06-19,6,June,Summer,07:21:00,7,07:31:00,Undetermined,50 - 100 Meters,24.7000007629395,84.8000030517578,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,False,EAME,Elizabeth Oswald,2,0-2.5 min,Singing,False,93601.0
Common Yellowthroat,Geothlypis trichas,Forest,Forest,MANA-0131,MANA,2018,2018-06-19,6,June,Summer,07:21:00,7,07:31:00,Undetermined,50 - 100 Meters,24.7000007629395,84.8000030517578,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,False,COYE,Elizabeth Oswald,2,2.5 - 5 min,Singing,False,92708.0
Eastern Towhee,Pipilo erythrophthalmus,Forest,Forest,MANA-0131,MANA,2018,2018-06-19,6,June,Summer,07:21:00,7,07:31:00,Undetermined,50 - 100 Meters,24.7000007629395,84.8000030517578,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,True,EATO,Elizabeth Oswald,2,0-2.5 min,Singing,False,83803.0
White-eyed Vireo,Vireo griseus,Forest,Forest,MANA-0131,MANA,2018,2018-06-19,6,June,Summer,07:21:00,7,07:31:00,Undetermined,<= 50 Meters,24.7000007629395,84.8000030517578,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,False,WEVI,Elizabeth Oswald,2,5 - 7.5 min,Singing,False,93552.0
Northern Cardinal,Cardinalis cardinalis,Forest,Forest,MANA-0131,MANA,2018,2018-06-19,6,June,Summer,07:21:00,7,07:31:00,Undetermined,<= 50 Meters,24.7000007629395,84.8000030517578,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,False,NOCA,Elizabeth Oswald,2,0-2.5 min,Singing,False,94228.0
Field Sparrow,Spizella pusilla,Forest,Forest,MANA-0131,MANA,2018,2018-06-19,6,June,Summer,07:21:00,7,07:31:00,Undetermined,50 - 100 Meters,24.7000007629395,84.8000030517578,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,True,FISP,Elizabeth Oswald,2,7.5 - 10 min,Singing,False,84790.0
Eastern Towhee,Pipilo erythrophthalmus,Forest,Forest,MANA-0131,MANA,2018,2018-06-19,6,June,Summer,07:21:00,7,07:31:00,Undetermined,<= 50 Meters,24.7000007629395,84.8000030517578,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,True,EATO,Elizabeth Oswald,2,5 - 7.5 min,Calling,False,83803.0
Indigo Bunting,Passerina cyanea,Forest,Forest,MANA-0131,MANA,2018,2018-06-19,6,June,Summer,07:21:00,7,07:31:00,Undetermined,<= 50 Meters,24.7000007629395,84.8000030517578,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,True,INBU,Elizabeth Oswald,2,0-2.5 min,Singing,False,94257.0
Prairie Warbler,Setophaga discolor,Forest,Forest,MANA-0131,MANA,2018,2018-06-19,6,June,Summer,07:21:00,7,07:31:00,Undetermined,50 - 100 Meters,24.7000007629395,84.8000030517578,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,True,True,PRAW,Elizabeth Oswald,2,0-2.5 min,Singing,False,890945.0
Red-bellied Woodpecker,Melanerpes carolinus,Forest,Forest,MANA-0091,MANA,2018,2018-06-19,6,June,Summer,08:33:00,8,08:43:00,Undetermined,50 - 100 Meters,30.0,86.8000030517578,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,False,False,RBWO,Elizabeth Oswald,2,5 - 7.5 min,Calling,False,84865.0
Yellow-breasted Chat,Icteria virens,Forest,Forest,MANA-0091,MANA,2018,2018-06-19,6,June,Summer,08:33:00,8,08:43:00,Undetermined,<= 50 Meters,30.0,86.8000030517578,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,False,False,YBCH,Elizabeth Oswald,2,7.5 - 10 min,Calling,False,92730.0
Scarlet Tanager,Piranga olivacea,Forest,Forest,MANA-0091,MANA,2018,2018-06-19,6,June,Summer,08:33:00,8,08:43:00,Undetermined,50 - 100 Meters,30.0,86.8000030517578,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,False,True,SCTA,Elizabeth Oswald,2,0-2.5 min,Singing,False,88071.0
Red-eyed Vireo,Vireo olivaceus,Forest,Forest,MANA-0091,MANA,2018,2018-06-19,6,June,Summer,08:33:00,8,08:43:00,Undetermined,50 - 100 Meters,30.0,86.8000030517578,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,False,False,REVI,Elizabeth Oswald,2,0-2.5 min,Singing,False,93587.0
Indigo Bunting,Passerina cyanea,Forest,Forest,MANA-0091,MANA,2018,2018-06-19,6,June,Summer,08:33:00,8,08:43:00,Undetermined,50 - 100 Meters,30.0,86.8000030517578,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,False,True,INBU,Elizabeth Oswald,2,0-2.5 min,Singing,False,94257.0
Eastern Wood-Pewee,Contopus virens,Forest,Forest,MANA-0091,MANA,2018,2018-06-19,6,June,Summer,08:33:00,8,08:43:00,Undetermined,50 - 100 Meters,30.0,86.8000030517578,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,False,True,EAWP,Elizabeth Oswald,2,0-2.5 min,Singing,False,85846.0
Eastern Towhee,Pipilo erythrophthalmus,Forest,Forest,MANA-0091,MANA,2018,2018-06-19,6,June,Summer,08:33:00,8,08:43:00,Undetermined,<= 50 Meters,30.0,86.8000030517578,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,False,True,EATO,Elizabeth Oswald,2,2.5 - 5 min,Calling,False,83803.0
Eastern Towhee,Pipilo erythrophthalmus,Forest,Forest,MANA-0091,MANA,2018,2018-06-19,6,June,Summer,08:33:00,8,08:43:00,Undetermined,50 - 100 Meters,30.0,86.8000030517578,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,False,True,EATO,Elizabeth Oswald,2,0-2.5 min,Singing,False,83803.0
Blue-gray Gnatcatcher,Polioptila caerulea,Forest,Forest,MANA-0091,MANA,2018,2018-06-19,6,June,Summer,08:33:00,8,08:43:00,Undetermined,<= 50 Meters,30.0,86.8000030517578,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,False,False,BGGN,Elizabeth Oswald,2,0-2.5 min,Calling,False,88038.0
Yellow-breasted Chat,Icteria virens,Forest,Forest,MANA-0094,MANA,2018,2018-06-19,6,June,Summer,09:19:00,9,09:29:00,Undetermined,50 - 100 Meters,32.0999984741211,58.4000015258789,Partly Cloudy,"Gentle breeze (8-12 mph), leaves in motion",No effect on count,False,False,YBCH,Elizabeth Oswald,2,2.5 - 5 min,Calling,False,92730.0
Carolina Chickadee,Poecile carolinensis,Forest,Forest,MANA-0094,MANA,2018,2018-06-19,6,June,Summer,09:19:00,9,09:29:00,Undetermined,<= 50 Meters,32.0999984741211,58.4000015258789,Partly Cloudy,"Gentle breeze (8-12 mph), leaves in motion",No effect on count,False,True,CACH,Elizabeth Oswald,2,7.5 - 10 min,Calling,False,265876.0
Carolina Wren,Thryothorus ludovicianus,Forest,Forest,MANA-0094,MANA,2018,2018-06-19,6,June,Summer,09:19:00,9,09:29:00,Undetermined,50 - 100 Meters,32.0999984741211,58.4000015258789,Partly Cloudy,"Gentle breeze (8-12 mph), leaves in motion",No effect on count,False,False,CARW,Elizabeth Oswald,2,0-2.5 min,Singing,False,88350.0
